MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|DE-LU
18.02.2020 09:30 - 18.02.2020 09:45,17.7,EUR,
18.02.2020 09:45 - 18.02.2020 10:00,3.43,EUR,
18.02.2020 10:00 - 18.02.2020 10:15,37.45,EUR,
18.02.2020 10:15 - 18.02.2020 10:30,27.54,EUR,
18.02.2020 10:30 - 18.02.2020 10:45,12.15,EUR,
18.02.2020 10:45 - 18.02.2020 11:00,5.66,EUR,
18.02.2020 11:00 - 18.02.2020 11:15,24.53,EUR,
18.02.2020 11:15 - 18.02.2020 11:30,20.96,EUR,
18.02.2020 11:30 - 18.02.2020 11:45,14.82,EUR,
18.02.2020 11:45 - 18.02.2020 12:00,6.9,EUR,
18.02.2020 12:00 - 18.02.2020 12:15,15.42,EUR,
18.02.2020 12:15 - 18.02.2020 12:30,10.65,EUR,
18.02.2020 12:30 - 18.02.2020 12:45,12.84,EUR,
18.02.2020 12:45 - 18.02.2020 13:00,12.3,EUR,
18.02.2020 13:00 - 18.02.2020 13:15,11.08,EUR,
18.02.2020 13:15 - 18.02.2020 13:30,13.4,EUR,
18.02.2020 13:30 - 18.02.2020 13:45,15.09,EUR,
18.02.2020 13:45 - 18.02.2020 14:00,11.63,EUR,
18.02.2020 14:00 - 18.02.2020 14:15,1,EUR,
18.02.2020 14:15 - 18.02.2020 14:30,10.71,EUR,
18.02.2020 14:30 - 18.02.2020 14:45,22.14,EUR,
18.02.2020 14:45 - 18.02.2020 15:00,28.94,EUR,
18.02.2020 15:00 - 18.02.2020 15:15,0.99,EUR,
18.02.2020 15:15 - 18.02.2020 15:30,14.69,EUR,
18.02.2020 15:30 - 18.02.2020 15:45,29.86,EUR,
18.02.2020 15:45 - 18.02.2020 16:00,38.1,EUR,
18.02.2020 16:00 - 18.02.2020 16:15,1.07,EUR,
18.02.2020 16:15 - 18.02.2020 16:30,19.48,EUR,
18.02.2020 16:30 - 18.02.2020 16:45,36.75,EUR,
18.02.2020 16:45 - 18.02.2020 17:00,50.3,EUR,
18.02.2020 17:00 - 18.02.2020 17:15,15.6,EUR,
18.02.2020 17:15 - 18.02.2020 17:30,27.88,EUR,
18.02.2020 17:30 - 18.02.2020 17:45,41.01,EUR,
18.02.2020 17:45 - 18.02.2020 18:00,51.91,EUR,
18.02.2020 18:00 - 18.02.2020 18:15,36.64,EUR,
18.02.2020 18:15 - 18.02.2020 18:30,37.41,EUR,
18.02.2020 18:30 - 18.02.2020 18:45,37.92,EUR,
18.02.2020 18:45 - 18.02.2020 19:00,36.02,EUR,
18.02.2020 19:00 - 18.02.2020 19:15,50.71,EUR,
18.02.2020 19:15 - 18.02.2020 19:30,42.42,EUR,
18.02.2020 19:30 - 18.02.2020 19:45,34.18,EUR,
18.02.2020 19:45 - 18.02.2020 20:00,17.88,EUR,
18.02.2020 20:00 - 18.02.2020 20:15,56.92,EUR,
18.02.2020 20:15 - 18.02.2020 20:30,36.53,EUR,
18.02.2020 20:30 - 18.02.2020 20:45,21.05,EUR,
18.02.2020 20:45 - 18.02.2020 21:00,9.49,EUR,
18.02.2020 21:00 - 18.02.2020 21:15,40.94,EUR,
18.02.2020 21:15 - 18.02.2020 21:30,33.14,EUR,
18.02.2020 21:30 - 18.02.2020 21:45,16.76,EUR,
18.02.2020 21:45 - 18.02.2020 22:00,5.16,EUR,
18.02.2020 22:00 - 18.02.2020 22:15,43,EUR,
18.02.2020 22:15 - 18.02.2020 22:30,31.33,EUR,
18.02.2020 22:30 - 18.02.2020 22:45,14.69,EUR,
18.02.2020 22:45 - 18.02.2020 23:00,-6.13,EUR,
18.02.2020 23:00 - 18.02.2020 23:15,36.66,EUR,
18.02.2020 23:15 - 18.02.2020 23:30,23.48,EUR,
18.02.2020 23:30 - 18.02.2020 23:45,6.2,EUR,
18.02.2020 23:45 - 19.02.2020 00:00,-16.34,EUR,
19.02.2020 00:00 - 19.02.2020 00:15,34.36,EUR,
19.02.2020 00:15 - 19.02.2020 00:30,22.95,EUR,
19.02.2020 00:30 - 19.02.2020 00:45,17.91,EUR,
19.02.2020 00:45 - 19.02.2020 01:00,2.78,EUR,
19.02.2020 01:00 - 19.02.2020 01:15,25.9,EUR,
19.02.2020 01:15 - 19.02.2020 01:30,17.5,EUR,
19.02.2020 01:30 - 19.02.2020 01:45,8.3,EUR,
19.02.2020 01:45 - 19.02.2020 02:00,-1.71,EUR,
19.02.2020 02:00 - 19.02.2020 02:15,13.26,EUR,
19.02.2020 02:15 - 19.02.2020 02:30,7.3,EUR,
19.02.2020 02:30 - 19.02.2020 02:45,10.93,EUR,
19.02.2020 02:45 - 19.02.2020 03:00,10.88,EUR,
19.02.2020 03:00 - 19.02.2020 03:15,5.18,EUR,
19.02.2020 03:15 - 19.02.2020 03:30,8.58,EUR,
19.02.2020 03:30 - 19.02.2020 03:45,12.6,EUR,
19.02.2020 03:45 - 19.02.2020 04:00,17.65,EUR,
19.02.2020 04:00 - 19.02.2020 04:15,-0.59,EUR,
19.02.2020 04:15 - 19.02.2020 04:30,8.99,EUR,
19.02.2020 04:30 - 19.02.2020 04:45,21.9,EUR,
19.02.2020 04:45 - 19.02.2020 05:00,29.7,EUR,
19.02.2020 05:00 - 19.02.2020 05:15,-1.42,EUR,
19.02.2020 05:15 - 19.02.2020 05:30,8.44,EUR,
19.02.2020 05:30 - 19.02.2020 05:45,30.73,EUR,
19.02.2020 05:45 - 19.02.2020 06:00,47.86,EUR,
19.02.2020 06:00 - 19.02.2020 06:15,-5.57,EUR,
19.02.2020 06:15 - 19.02.2020 06:30,21.94,EUR,
19.02.2020 06:30 - 19.02.2020 06:45,42.69,EUR,
19.02.2020 06:45 - 19.02.2020 07:00,59.06,EUR,
19.02.2020 07:00 - 19.02.2020 07:15,24.03,EUR,
19.02.2020 07:15 - 19.02.2020 07:30,36.63,EUR,
19.02.2020 07:30 - 19.02.2020 07:45,44.13,EUR,
19.02.2020 07:45 - 19.02.2020 08:00,50.23,EUR,
19.02.2020 08:00 - 19.02.2020 08:15,46.34,EUR,
19.02.2020 08:15 - 19.02.2020 08:30,44.76,EUR,
19.02.2020 08:30 - 19.02.2020 08:45,37.24,EUR,
19.02.2020 08:45 - 19.02.2020 09:00,29.66,EUR,
19.02.2020 09:00 - 19.02.2020 09:15,47.2,EUR,
19.02.2020 09:15 - 19.02.2020 09:30,41.12,EUR,
19.02.2020 09:30 - 19.02.2020 09:45,33.75,EUR,
19.02.2020 09:45 - 19.02.2020 10:00,27.94,EUR,
19.02.2020 10:00 - 19.02.2020 10:15,46.4,EUR,
19.02.2020 10:15 - 19.02.2020 10:30,38.15,EUR,
19.02.2020 10:30 - 19.02.2020 10:45,26.56,EUR,
19.02.2020 10:45 - 19.02.2020 11:00,21.12,EUR,
19.02.2020 11:00 - 19.02.2020 11:15,39.15,EUR,
19.02.2020 11:15 - 19.02.2020 11:30,34.29,EUR,
19.02.2020 11:30 - 19.02.2020 11:45,31.61,EUR,
19.02.2020 11:45 - 19.02.2020 12:00,22.94,EUR,
19.02.2020 12:00 - 19.02.2020 12:15,40.43,EUR,
19.02.2020 12:15 - 19.02.2020 12:30,29.71,EUR,
19.02.2020 12:30 - 19.02.2020 12:45,23.94,EUR,
19.02.2020 12:45 - 19.02.2020 13:00,21.95,EUR,
19.02.2020 13:00 - 19.02.2020 13:15,32.58,EUR,
19.02.2020 13:15 - 19.02.2020 13:30,31.81,EUR,
19.02.2020 13:30 - 19.02.2020 13:45,24.76,EUR,
19.02.2020 13:45 - 19.02.2020 14:00,18.88,EUR,
19.02.2020 14:00 - 19.02.2020 14:15,17.16,EUR,
19.02.2020 14:15 - 19.02.2020 14:30,23.54,EUR,
19.02.2020 14:30 - 19.02.2020 14:45,32.93,EUR,
19.02.2020 14:45 - 19.02.2020 15:00,34.04,EUR,
19.02.2020 15:00 - 19.02.2020 15:15,16.29,EUR,
19.02.2020 15:15 - 19.02.2020 15:30,27.84,EUR,
19.02.2020 15:30 - 19.02.2020 15:45,34.92,EUR,
19.02.2020 15:45 - 19.02.2020 16:00,38,EUR,
19.02.2020 16:00 - 19.02.2020 16:15,12.56,EUR,
19.02.2020 16:15 - 19.02.2020 16:30,27.78,EUR,
19.02.2020 16:30 - 19.02.2020 16:45,42.53,EUR,
19.02.2020 16:45 - 19.02.2020 17:00,53.14,EUR,
19.02.2020 17:00 - 19.02.2020 17:15,18.51,EUR,
19.02.2020 17:15 - 19.02.2020 17:30,33.03,EUR,
19.02.2020 17:30 - 19.02.2020 17:45,46.32,EUR,
19.02.2020 17:45 - 19.02.2020 18:00,59.35,EUR,
19.02.2020 18:00 - 19.02.2020 18:15,42.15,EUR,
19.02.2020 18:15 - 19.02.2020 18:30,44.82,EUR,
19.02.2020 18:30 - 19.02.2020 18:45,46.38,EUR,
19.02.2020 18:45 - 19.02.2020 19:00,46.66,EUR,
19.02.2020 19:00 - 19.02.2020 19:15,58.41,EUR,
19.02.2020 19:15 - 19.02.2020 19:30,45.82,EUR,
19.02.2020 19:30 - 19.02.2020 19:45,40.15,EUR,
19.02.2020 19:45 - 19.02.2020 20:00,32.01,EUR,
19.02.2020 20:00 - 19.02.2020 20:15,59.82,EUR,
19.02.2020 20:15 - 19.02.2020 20:30,42.84,EUR,
19.02.2020 20:30 - 19.02.2020 20:45,31.6,EUR,
19.02.2020 20:45 - 19.02.2020 21:00,21.73,EUR,
19.02.2020 21:00 - 19.02.2020 21:15,46.35,EUR,
19.02.2020 21:15 - 19.02.2020 21:30,42.04,EUR,
19.02.2020 21:30 - 19.02.2020 21:45,28.82,EUR,
19.02.2020 21:45 - 19.02.2020 22:00,14.53,EUR,
19.02.2020 22:00 - 19.02.2020 22:15,50.7,EUR,
19.02.2020 22:15 - 19.02.2020 22:30,40.42,EUR,
19.02.2020 22:30 - 19.02.2020 22:45,25.77,EUR,
19.02.2020 22:45 - 19.02.2020 23:00,10.23,EUR,
19.02.2020 23:00 - 19.02.2020 23:15,48.04,EUR,
19.02.2020 23:15 - 19.02.2020 23:30,36.1,EUR,
19.02.2020 23:30 - 19.02.2020 23:45,22.78,EUR,
19.02.2020 23:45 - 20.02.2020 00:00,10.38,EUR,
20.02.2020 00:00 - 20.02.2020 00:15,36.17,EUR,
20.02.2020 00:15 - 20.02.2020 00:30,28.79,EUR,
20.02.2020 00:30 - 20.02.2020 00:45,26.73,EUR,
20.02.2020 00:45 - 20.02.2020 01:00,15.27,EUR,
20.02.2020 01:00 - 20.02.2020 01:15,34.77,EUR,
20.02.2020 01:15 - 20.02.2020 01:30,28.95,EUR,
20.02.2020 01:30 - 20.02.2020 01:45,24.19,EUR,
20.02.2020 01:45 - 20.02.2020 02:00,17.86,EUR,
20.02.2020 02:00 - 20.02.2020 02:15,27.12,EUR,
20.02.2020 02:15 - 20.02.2020 02:30,21.59,EUR,
20.02.2020 02:30 - 20.02.2020 02:45,25.58,EUR,
20.02.2020 02:45 - 20.02.2020 03:00,24.35,EUR,
20.02.2020 03:00 - 20.02.2020 03:15,20.25,EUR,
20.02.2020 03:15 - 20.02.2020 03:30,21.65,EUR,
20.02.2020 03:30 - 20.02.2020 03:45,25.93,EUR,
20.02.2020 03:45 - 20.02.2020 04:00,30.3,EUR,
20.02.2020 04:00 - 20.02.2020 04:15,14.27,EUR,
20.02.2020 04:15 - 20.02.2020 04:30,21.32,EUR,
20.02.2020 04:30 - 20.02.2020 04:45,29.49,EUR,
20.02.2020 04:45 - 20.02.2020 05:00,36.89,EUR,
20.02.2020 05:00 - 20.02.2020 05:15,8.93,EUR,
20.02.2020 05:15 - 20.02.2020 05:30,20.28,EUR,
20.02.2020 05:30 - 20.02.2020 05:45,35.56,EUR,
20.02.2020 05:45 - 20.02.2020 06:00,47.23,EUR,
20.02.2020 06:00 - 20.02.2020 06:15,6.45,EUR,
20.02.2020 06:15 - 20.02.2020 06:30,34.1,EUR,
20.02.2020 06:30 - 20.02.2020 06:45,46.64,EUR,
20.02.2020 06:45 - 20.02.2020 07:00,56.8,EUR,
20.02.2020 07:00 - 20.02.2020 07:15,30.79,EUR,
20.02.2020 07:15 - 20.02.2020 07:30,44.21,EUR,
20.02.2020 07:30 - 20.02.2020 07:45,45.95,EUR,
20.02.2020 07:45 - 20.02.2020 08:00,50.14,EUR,
20.02.2020 08:00 - 20.02.2020 08:15,50.4,EUR,
20.02.2020 08:15 - 20.02.2020 08:30,50.67,EUR,
20.02.2020 08:30 - 20.02.2020 08:45,41.16,EUR,
20.02.2020 08:45 - 20.02.2020 09:00,36.8,EUR,
20.02.2020 09:00 - 20.02.2020 09:15,50.9,EUR,
20.02.2020 09:15 - 20.02.2020 09:30,46.06,EUR,
20.02.2020 09:30 - 20.02.2020 09:45,40.8,EUR,
20.02.2020 09:45 - 20.02.2020 10:00,33.74,EUR,
20.02.2020 10:00 - 20.02.2020 10:15,50.32,EUR,
20.02.2020 10:15 - 20.02.2020 10:30,41.7,EUR,
20.02.2020 10:30 - 20.02.2020 10:45,37,EUR,
20.02.2020 10:45 - 20.02.2020 11:00,28.5,EUR,
20.02.2020 11:00 - 20.02.2020 11:15,41.06,EUR,
20.02.2020 11:15 - 20.02.2020 11:30,37.93,EUR,
20.02.2020 11:30 - 20.02.2020 11:45,37,EUR,
20.02.2020 11:45 - 20.02.2020 12:00,27.06,EUR,
20.02.2020 12:00 - 20.02.2020 12:15,41.48,EUR,
20.02.2020 12:15 - 20.02.2020 12:30,35.96,EUR,
20.02.2020 12:30 - 20.02.2020 12:45,27.81,EUR,
20.02.2020 12:45 - 20.02.2020 13:00,25.95,EUR,
20.02.2020 13:00 - 20.02.2020 13:15,35.51,EUR,
20.02.2020 13:15 - 20.02.2020 13:30,34.25,EUR,
20.02.2020 13:30 - 20.02.2020 13:45,29.6,EUR,
20.02.2020 13:45 - 20.02.2020 14:00,24.23,EUR,
20.02.2020 14:00 - 20.02.2020 14:15,21.67,EUR,
20.02.2020 14:15 - 20.02.2020 14:30,30.31,EUR,
20.02.2020 14:30 - 20.02.2020 14:45,33.37,EUR,
20.02.2020 14:45 - 20.02.2020 15:00,35.08,EUR,
20.02.2020 15:00 - 20.02.2020 15:15,19.5,EUR,
20.02.2020 15:15 - 20.02.2020 15:30,33,EUR,
20.02.2020 15:30 - 20.02.2020 15:45,34.38,EUR,
20.02.2020 15:45 - 20.02.2020 16:00,35.21,EUR,
20.02.2020 16:00 - 20.02.2020 16:15,23.36,EUR,
20.02.2020 16:15 - 20.02.2020 16:30,32,EUR,
20.02.2020 16:30 - 20.02.2020 16:45,35.73,EUR,
20.02.2020 16:45 - 20.02.2020 17:00,36.62,EUR,
20.02.2020 17:00 - 20.02.2020 17:15,26.45,EUR,
20.02.2020 17:15 - 20.02.2020 17:30,34.01,EUR,
20.02.2020 17:30 - 20.02.2020 17:45,37.32,EUR,
20.02.2020 17:45 - 20.02.2020 18:00,42.62,EUR,
20.02.2020 18:00 - 20.02.2020 18:15,41.07,EUR,
20.02.2020 18:15 - 20.02.2020 18:30,39.46,EUR,
20.02.2020 18:30 - 20.02.2020 18:45,36.46,EUR,
20.02.2020 18:45 - 20.02.2020 19:00,33.01,EUR,
20.02.2020 19:00 - 20.02.2020 19:15,50.25,EUR,
20.02.2020 19:15 - 20.02.2020 19:30,39.62,EUR,
20.02.2020 19:30 - 20.02.2020 19:45,27.94,EUR,
20.02.2020 19:45 - 20.02.2020 20:00,20.61,EUR,
20.02.2020 20:00 - 20.02.2020 20:15,49.59,EUR,
20.02.2020 20:15 - 20.02.2020 20:30,34.11,EUR,
20.02.2020 20:30 - 20.02.2020 20:45,20.82,EUR,
20.02.2020 20:45 - 20.02.2020 21:00,8.97,EUR,
20.02.2020 21:00 - 20.02.2020 21:15,40.6,EUR,
20.02.2020 21:15 - 20.02.2020 21:30,32.4,EUR,
20.02.2020 21:30 - 20.02.2020 21:45,17.99,EUR,
20.02.2020 21:45 - 20.02.2020 22:00,5,EUR,
20.02.2020 22:00 - 20.02.2020 22:15,37.16,EUR,
20.02.2020 22:15 - 20.02.2020 22:30,29.12,EUR,
20.02.2020 22:30 - 20.02.2020 22:45,17.19,EUR,
20.02.2020 22:45 - 20.02.2020 23:00,-1.3,EUR,
20.02.2020 23:00 - 20.02.2020 23:15,35.2,EUR,
20.02.2020 23:15 - 20.02.2020 23:30,25.05,EUR,
20.02.2020 23:30 - 20.02.2020 23:45,8.91,EUR,
20.02.2020 23:45 - 21.02.2020 00:00,-11.86,EUR,
21.02.2020 00:00 - 21.02.2020 00:15,22.66,EUR,
21.02.2020 00:15 - 21.02.2020 00:30,12.9,EUR,
21.02.2020 00:30 - 21.02.2020 00:45,3.48,EUR,
21.02.2020 00:45 - 21.02.2020 01:00,-9.82,EUR,
21.02.2020 01:00 - 21.02.2020 01:15,17.01,EUR,
21.02.2020 01:15 - 21.02.2020 01:30,4.92,EUR,
21.02.2020 01:30 - 21.02.2020 01:45,-0.13,EUR,
21.02.2020 01:45 - 21.02.2020 02:00,-5.41,EUR,
21.02.2020 02:00 - 21.02.2020 02:15,3.71,EUR,
21.02.2020 02:15 - 21.02.2020 02:30,0.51,EUR,
21.02.2020 02:30 - 21.02.2020 02:45,3.53,EUR,
21.02.2020 02:45 - 21.02.2020 03:00,4.25,EUR,
21.02.2020 03:00 - 21.02.2020 03:15,0.91,EUR,
21.02.2020 03:15 - 21.02.2020 03:30,0.53,EUR,
21.02.2020 03:30 - 21.02.2020 03:45,4.66,EUR,
21.02.2020 03:45 - 21.02.2020 04:00,9.46,EUR,
21.02.2020 04:00 - 21.02.2020 04:15,-4.5,EUR,
21.02.2020 04:15 - 21.02.2020 04:30,6.31,EUR,
21.02.2020 04:30 - 21.02.2020 04:45,17.16,EUR,
21.02.2020 04:45 - 21.02.2020 05:00,18.64,EUR,
21.02.2020 05:00 - 21.02.2020 05:15,-1.56,EUR,
21.02.2020 05:15 - 21.02.2020 05:30,7.96,EUR,
21.02.2020 05:30 - 21.02.2020 05:45,29.16,EUR,
21.02.2020 05:45 - 21.02.2020 06:00,33.69,EUR,
21.02.2020 06:00 - 21.02.2020 06:15,-0.11,EUR,
21.02.2020 06:15 - 21.02.2020 06:30,25.27,EUR,
21.02.2020 06:30 - 21.02.2020 06:45,37.97,EUR,
21.02.2020 06:45 - 21.02.2020 07:00,49.67,EUR,
21.02.2020 07:00 - 21.02.2020 07:15,25.71,EUR,
21.02.2020 07:15 - 21.02.2020 07:30,38.69,EUR,
21.02.2020 07:30 - 21.02.2020 07:45,37.14,EUR,
21.02.2020 07:45 - 21.02.2020 08:00,44.11,EUR,
21.02.2020 08:00 - 21.02.2020 08:15,47.48,EUR,
21.02.2020 08:15 - 21.02.2020 08:30,40.34,EUR,
21.02.2020 08:30 - 21.02.2020 08:45,32.21,EUR,
21.02.2020 08:45 - 21.02.2020 09:00,21.98,EUR,
21.02.2020 09:00 - 21.02.2020 09:15,44.78,EUR,
21.02.2020 09:15 - 21.02.2020 09:30,36.32,EUR,
21.02.2020 09:30 - 21.02.2020 09:45,25.12,EUR,
21.02.2020 09:45 - 21.02.2020 10:00,17.77,EUR,
21.02.2020 10:00 - 21.02.2020 10:15,41.54,EUR,
21.02.2020 10:15 - 21.02.2020 10:30,31.18,EUR,
21.02.2020 10:30 - 21.02.2020 10:45,18.28,EUR,
21.02.2020 10:45 - 21.02.2020 11:00,8.21,EUR,
21.02.2020 11:00 - 21.02.2020 11:15,28.52,EUR,
21.02.2020 11:15 - 21.02.2020 11:30,21.1,EUR,
21.02.2020 11:30 - 21.02.2020 11:45,18.2,EUR,
21.02.2020 11:45 - 21.02.2020 12:00,7.43,EUR,
21.02.2020 12:00 - 21.02.2020 12:15,22.64,EUR,
21.02.2020 12:15 - 21.02.2020 12:30,15.58,EUR,
21.02.2020 12:30 - 21.02.2020 12:45,16.02,EUR,
21.02.2020 12:45 - 21.02.2020 13:00,12.05,EUR,
21.02.2020 13:00 - 21.02.2020 13:15,9.05,EUR,
21.02.2020 13:15 - 21.02.2020 13:30,16.03,EUR,
21.02.2020 13:30 - 21.02.2020 13:45,15,EUR,
21.02.2020 13:45 - 21.02.2020 14:00,15.7,EUR,
21.02.2020 14:00 - 21.02.2020 14:15,-0.17,EUR,
21.02.2020 14:15 - 21.02.2020 14:30,6.65,EUR,
21.02.2020 14:30 - 21.02.2020 14:45,21.79,EUR,
21.02.2020 14:45 - 21.02.2020 15:00,34.93,EUR,
21.02.2020 15:00 - 21.02.2020 15:15,5.5,EUR,
21.02.2020 15:15 - 21.02.2020 15:30,20.2,EUR,
21.02.2020 15:30 - 21.02.2020 15:45,28.59,EUR,
21.02.2020 15:45 - 21.02.2020 16:00,37.71,EUR,
21.02.2020 16:00 - 21.02.2020 16:15,10.05,EUR,
21.02.2020 16:15 - 21.02.2020 16:30,25.41,EUR,
21.02.2020 16:30 - 21.02.2020 16:45,37.28,EUR,
21.02.2020 16:45 - 21.02.2020 17:00,42.7,EUR,
21.02.2020 17:00 - 21.02.2020 17:15,22.49,EUR,
21.02.2020 17:15 - 21.02.2020 17:30,34.86,EUR,
21.02.2020 17:30 - 21.02.2020 17:45,39.26,EUR,
21.02.2020 17:45 - 21.02.2020 18:00,47.39,EUR,
21.02.2020 18:00 - 21.02.2020 18:15,39.2,EUR,
21.02.2020 18:15 - 21.02.2020 18:30,41.11,EUR,
21.02.2020 18:30 - 21.02.2020 18:45,40.9,EUR,
21.02.2020 18:45 - 21.02.2020 19:00,40.4,EUR,
21.02.2020 19:00 - 21.02.2020 19:15,52.85,EUR,
21.02.2020 19:15 - 21.02.2020 19:30,40.84,EUR,
21.02.2020 19:30 - 21.02.2020 19:45,33.8,EUR,
21.02.2020 19:45 - 21.02.2020 20:00,24.9,EUR,
21.02.2020 20:00 - 21.02.2020 20:15,45.94,EUR,
21.02.2020 20:15 - 21.02.2020 20:30,35.88,EUR,
21.02.2020 20:30 - 21.02.2020 20:45,24.93,EUR,
21.02.2020 20:45 - 21.02.2020 21:00,14.86,EUR,
21.02.2020 21:00 - 21.02.2020 21:15,35.77,EUR,
21.02.2020 21:15 - 21.02.2020 21:30,34.48,EUR,
21.02.2020 21:30 - 21.02.2020 21:45,21.96,EUR,
21.02.2020 21:45 - 21.02.2020 22:00,11.01,EUR,
21.02.2020 22:00 - 21.02.2020 22:15,41.3,EUR,
21.02.2020 22:15 - 21.02.2020 22:30,26.2,EUR,
21.02.2020 22:30 - 21.02.2020 22:45,16.99,EUR,
21.02.2020 22:45 - 21.02.2020 23:00,2.39,EUR,
21.02.2020 23:00 - 21.02.2020 23:15,30.45,EUR,
21.02.2020 23:15 - 21.02.2020 23:30,21.17,EUR,
21.02.2020 23:30 - 21.02.2020 23:45,9.4,EUR,
21.02.2020 23:45 - 22.02.2020 00:00,-4.5,EUR,
22.02.2020 00:00 - 22.02.2020 00:15,18.08,EUR,
22.02.2020 00:15 - 22.02.2020 00:30,15.1,EUR,
22.02.2020 00:30 - 22.02.2020 00:45,13.37,EUR,
22.02.2020 00:45 - 22.02.2020 01:00,-6.45,EUR,
22.02.2020 01:00 - 22.02.2020 01:15,15.1,EUR,
22.02.2020 01:15 - 22.02.2020 01:30,11.54,EUR,
22.02.2020 01:30 - 22.02.2020 01:45,2.43,EUR,
22.02.2020 01:45 - 22.02.2020 02:00,-4.45,EUR,
22.02.2020 02:00 - 22.02.2020 02:15,7.12,EUR,
22.02.2020 02:15 - 22.02.2020 02:30,0.9,EUR,
22.02.2020 02:30 - 22.02.2020 02:45,4.52,EUR,
22.02.2020 02:45 - 22.02.2020 03:00,3.49,EUR,
22.02.2020 03:00 - 22.02.2020 03:15,4.36,EUR,
22.02.2020 03:15 - 22.02.2020 03:30,3.25,EUR,
22.02.2020 03:30 - 22.02.2020 03:45,3.24,EUR,
22.02.2020 03:45 - 22.02.2020 04:00,3.61,EUR,
22.02.2020 04:00 - 22.02.2020 04:15,-4.87,EUR,
22.02.2020 04:15 - 22.02.2020 04:30,0.8,EUR,
22.02.2020 04:30 - 22.02.2020 04:45,1.4,EUR,
22.02.2020 04:45 - 22.02.2020 05:00,3.67,EUR,
22.02.2020 05:00 - 22.02.2020 05:15,-5.2,EUR,
22.02.2020 05:15 - 22.02.2020 05:30,0.44,EUR,
22.02.2020 05:30 - 22.02.2020 05:45,-1.44,EUR,
22.02.2020 05:45 - 22.02.2020 06:00,10.8,EUR,
22.02.2020 06:00 - 22.02.2020 06:15,-7.34,EUR,
22.02.2020 06:15 - 22.02.2020 06:30,3.22,EUR,
22.02.2020 06:30 - 22.02.2020 06:45,7.7,EUR,
22.02.2020 06:45 - 22.02.2020 07:00,12.4,EUR,
22.02.2020 07:00 - 22.02.2020 07:15,-2.85,EUR,
22.02.2020 07:15 - 22.02.2020 07:30,5.75,EUR,
22.02.2020 07:30 - 22.02.2020 07:45,9.68,EUR,
22.02.2020 07:45 - 22.02.2020 08:00,12.3,EUR,
22.02.2020 08:00 - 22.02.2020 08:15,12.8,EUR,
22.02.2020 08:15 - 22.02.2020 08:30,10.58,EUR,
22.02.2020 08:30 - 22.02.2020 08:45,5.26,EUR,
22.02.2020 08:45 - 22.02.2020 09:00,-2.68,EUR,
22.02.2020 09:00 - 22.02.2020 09:15,14.47,EUR,
22.02.2020 09:15 - 22.02.2020 09:30,10.81,EUR,
22.02.2020 09:30 - 22.02.2020 09:45,3.68,EUR,
22.02.2020 09:45 - 22.02.2020 10:00,-2.8,EUR,
22.02.2020 10:00 - 22.02.2020 10:15,10.98,EUR,
22.02.2020 10:15 - 22.02.2020 10:30,6.45,EUR,
22.02.2020 10:30 - 22.02.2020 10:45,-2.11,EUR,
22.02.2020 10:45 - 22.02.2020 11:00,-8.38,EUR,
22.02.2020 11:00 - 22.02.2020 11:15,6.61,EUR,
22.02.2020 11:15 - 22.02.2020 11:30,0.69,EUR,
22.02.2020 11:30 - 22.02.2020 11:45,-1.09,EUR,
22.02.2020 11:45 - 22.02.2020 12:00,-6.24,EUR,
22.02.2020 12:00 - 22.02.2020 12:15,-1.8,EUR,
22.02.2020 12:15 - 22.02.2020 12:30,-4.05,EUR,
22.02.2020 12:30 - 22.02.2020 12:45,-5.93,EUR,
22.02.2020 12:45 - 22.02.2020 13:00,-9.73,EUR,
22.02.2020 13:00 - 22.02.2020 13:15,-8.16,EUR,
22.02.2020 13:15 - 22.02.2020 13:30,-8.04,EUR,
22.02.2020 13:30 - 22.02.2020 13:45,-9.61,EUR,
22.02.2020 13:45 - 22.02.2020 14:00,-10,EUR,
22.02.2020 14:00 - 22.02.2020 14:15,-18.03,EUR,
22.02.2020 14:15 - 22.02.2020 14:30,-10,EUR,
22.02.2020 14:30 - 22.02.2020 14:45,-10,EUR,
22.02.2020 14:45 - 22.02.2020 15:00,-3.17,EUR,
22.02.2020 15:00 - 22.02.2020 15:15,-16.6,EUR,
22.02.2020 15:15 - 22.02.2020 15:30,-10,EUR,
22.02.2020 15:30 - 22.02.2020 15:45,-6.84,EUR,
22.02.2020 15:45 - 22.02.2020 16:00,5.97,EUR,
22.02.2020 16:00 - 22.02.2020 16:15,-10,EUR,
22.02.2020 16:15 - 22.02.2020 16:30,-1,EUR,
22.02.2020 16:30 - 22.02.2020 16:45,7.76,EUR,
22.02.2020 16:45 - 22.02.2020 17:00,15.1,EUR,
22.02.2020 17:00 - 22.02.2020 17:15,-7.4,EUR,
22.02.2020 17:15 - 22.02.2020 17:30,4.08,EUR,
22.02.2020 17:30 - 22.02.2020 17:45,14.72,EUR,
22.02.2020 17:45 - 22.02.2020 18:00,17.08,EUR,
22.02.2020 18:00 - 22.02.2020 18:15,6.51,EUR,
22.02.2020 18:15 - 22.02.2020 18:30,10.72,EUR,
22.02.2020 18:30 - 22.02.2020 18:45,12.63,EUR,
22.02.2020 18:45 - 22.02.2020 19:00,8.16,EUR,
