"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"10.02.2018 07:30 - 10.02.2018 07:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2419","n/e"
"10.02.2018 07:45 - 10.02.2018 08:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2379","n/e"
"10.02.2018 08:00 - 10.02.2018 08:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2368","n/e"
"10.02.2018 08:15 - 10.02.2018 08:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2358","n/e"
"10.02.2018 08:30 - 10.02.2018 08:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2362","n/e"
"10.02.2018 08:45 - 10.02.2018 09:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2363","n/e"
"10.02.2018 09:00 - 10.02.2018 09:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2343","n/e"
"10.02.2018 09:15 - 10.02.2018 09:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2337","n/e"
"10.02.2018 09:30 - 10.02.2018 09:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2335","n/e"
"10.02.2018 09:45 - 10.02.2018 10:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2332","n/e"
"10.02.2018 10:00 - 10.02.2018 10:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2435","n/e"
"10.02.2018 10:15 - 10.02.2018 10:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2430","n/e"
"10.02.2018 10:30 - 10.02.2018 10:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2421","n/e"
"10.02.2018 10:45 - 10.02.2018 11:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2418","n/e"
"10.02.2018 11:00 - 10.02.2018 11:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2429","n/e"
"10.02.2018 11:15 - 10.02.2018 11:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2466","n/e"
"10.02.2018 11:30 - 10.02.2018 11:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2501","n/e"
"10.02.2018 11:45 - 10.02.2018 12:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2548","n/e"
"10.02.2018 12:00 - 10.02.2018 12:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2593","n/e"
"10.02.2018 12:15 - 10.02.2018 12:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2628","n/e"
"10.02.2018 12:30 - 10.02.2018 12:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2663","n/e"
"10.02.2018 12:45 - 10.02.2018 13:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2696","n/e"
"10.02.2018 13:00 - 10.02.2018 13:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2741","n/e"
"10.02.2018 13:15 - 10.02.2018 13:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2787","n/e"
"10.02.2018 13:30 - 10.02.2018 13:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2828","n/e"
"10.02.2018 13:45 - 10.02.2018 14:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2869","n/e"
"10.02.2018 14:00 - 10.02.2018 14:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2902","n/e"
"10.02.2018 14:15 - 10.02.2018 14:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2906","n/e"
"10.02.2018 14:30 - 10.02.2018 14:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2917","n/e"
"10.02.2018 14:45 - 10.02.2018 15:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2921","n/e"
"10.02.2018 15:00 - 10.02.2018 15:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2924","n/e"
"10.02.2018 15:15 - 10.02.2018 15:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2926","n/e"
"10.02.2018 15:30 - 10.02.2018 15:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2916","n/e"
"10.02.2018 15:45 - 10.02.2018 16:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2908","n/e"
"10.02.2018 16:00 - 10.02.2018 16:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","2942","n/e"
"10.02.2018 16:15 - 10.02.2018 16:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","3109","n/e"
"10.02.2018 16:30 - 10.02.2018 16:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","3269","n/e"
"10.02.2018 16:45 - 10.02.2018 17:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","3435","n/e"
"10.02.2018 17:00 - 10.02.2018 17:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","3652","n/e"
"10.02.2018 17:15 - 10.02.2018 17:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","3959","n/e"
"10.02.2018 17:30 - 10.02.2018 17:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","4270","n/e"
"10.02.2018 17:45 - 10.02.2018 18:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","4593","n/e"
"10.02.2018 18:00 - 10.02.2018 18:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","4927","n/e"
"10.02.2018 18:15 - 10.02.2018 18:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","5300","n/e"
"10.02.2018 18:30 - 10.02.2018 18:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","5675","n/e"
"10.02.2018 18:45 - 10.02.2018 19:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","6055","n/e"
"10.02.2018 19:00 - 10.02.2018 19:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","6402","n/e"
"10.02.2018 19:15 - 10.02.2018 19:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","6733","n/e"
"10.02.2018 19:30 - 10.02.2018 19:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","7056","n/e"
"10.02.2018 19:45 - 10.02.2018 20:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","7386","n/e"
"10.02.2018 20:00 - 10.02.2018 20:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","7674","n/e"
"10.02.2018 20:15 - 10.02.2018 20:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","7986","n/e"
"10.02.2018 20:30 - 10.02.2018 20:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","8313","n/e"
"10.02.2018 20:45 - 10.02.2018 21:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","8649","n/e"
"10.02.2018 21:00 - 10.02.2018 21:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","8974","n/e"
"10.02.2018 21:15 - 10.02.2018 21:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","9273","n/e"
"10.02.2018 21:30 - 10.02.2018 21:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","9577","n/e"
"10.02.2018 21:45 - 10.02.2018 22:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","9892","n/e"
"10.02.2018 22:00 - 10.02.2018 22:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","10233","n/e"
"10.02.2018 22:15 - 10.02.2018 22:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","10557","n/e"
"10.02.2018 22:30 - 10.02.2018 22:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","10902","n/e"
"10.02.2018 22:45 - 10.02.2018 23:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","11246","n/e"
"10.02.2018 23:00 - 10.02.2018 23:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","11563","n/e"
"10.02.2018 23:15 - 10.02.2018 23:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","11839","n/e"
"10.02.2018 23:30 - 10.02.2018 23:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","12134","n/e"
"10.02.2018 23:45 - 11.02.2018 00:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","12428","n/e"
"11.02.2018 00:00 - 11.02.2018 00:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","13299","n/e"
"11.02.2018 00:15 - 11.02.2018 00:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","13648","n/e"
"11.02.2018 00:30 - 11.02.2018 00:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","13981","n/e"
"11.02.2018 00:45 - 11.02.2018 01:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","14314","n/e"
"11.02.2018 01:00 - 11.02.2018 01:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","14830","n/e"
"11.02.2018 01:15 - 11.02.2018 01:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","15305","n/e"
"11.02.2018 01:30 - 11.02.2018 01:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","15650","n/e"
"11.02.2018 01:45 - 11.02.2018 02:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16083","n/e"
"11.02.2018 02:00 - 11.02.2018 02:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16379","n/e"
"11.02.2018 02:15 - 11.02.2018 02:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16803","n/e"
"11.02.2018 02:30 - 11.02.2018 02:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","17255","n/e"
"11.02.2018 02:45 - 11.02.2018 03:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","17703","n/e"
"11.02.2018 03:00 - 11.02.2018 03:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18231","n/e"
"11.02.2018 03:15 - 11.02.2018 03:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18750","n/e"
"11.02.2018 03:30 - 11.02.2018 03:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19168","n/e"
"11.02.2018 03:45 - 11.02.2018 04:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19748","n/e"
"11.02.2018 04:00 - 11.02.2018 04:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20338","n/e"
"11.02.2018 04:15 - 11.02.2018 04:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20969","n/e"
"11.02.2018 04:30 - 11.02.2018 04:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","21526","n/e"
"11.02.2018 04:45 - 11.02.2018 05:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","22062","n/e"
"11.02.2018 05:00 - 11.02.2018 05:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","22506","n/e"
"11.02.2018 05:15 - 11.02.2018 05:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","22924","n/e"
"11.02.2018 05:30 - 11.02.2018 05:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","23420","n/e"
"11.02.2018 05:45 - 11.02.2018 06:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","24029","n/e"
"11.02.2018 06:00 - 11.02.2018 06:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","24467","n/e"
"11.02.2018 06:15 - 11.02.2018 06:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","24954","n/e"
"11.02.2018 06:30 - 11.02.2018 06:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","25360","n/e"
"11.02.2018 06:45 - 11.02.2018 07:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","25905","n/e"
"11.02.2018 07:00 - 11.02.2018 07:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","26283","n/e"
"11.02.2018 07:15 - 11.02.2018 07:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","26491","n/e"
"11.02.2018 07:30 - 11.02.2018 07:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","26725","n/e"
"11.02.2018 07:45 - 11.02.2018 08:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27015","n/e"
"11.02.2018 08:00 - 11.02.2018 08:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27309","n/e"
"11.02.2018 08:15 - 11.02.2018 08:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27361","n/e"
"11.02.2018 08:30 - 11.02.2018 08:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27425","n/e"
"11.02.2018 08:45 - 11.02.2018 09:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27476","n/e"
"11.02.2018 09:00 - 11.02.2018 09:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27553","n/e"
"11.02.2018 09:15 - 11.02.2018 09:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27634","n/e"
"11.02.2018 09:30 - 11.02.2018 09:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27733","n/e"
"11.02.2018 09:45 - 11.02.2018 10:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27779","n/e"
"11.02.2018 10:00 - 11.02.2018 10:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27921","n/e"
"11.02.2018 10:15 - 11.02.2018 10:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27875","n/e"
"11.02.2018 10:30 - 11.02.2018 10:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27817","n/e"
"11.02.2018 10:45 - 11.02.2018 11:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27706","n/e"
"11.02.2018 11:00 - 11.02.2018 11:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27572","n/e"
"11.02.2018 11:15 - 11.02.2018 11:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27396","n/e"
"11.02.2018 11:30 - 11.02.2018 11:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27222","n/e"
"11.02.2018 11:45 - 11.02.2018 12:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","27034","n/e"
"11.02.2018 12:00 - 11.02.2018 12:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","26861","n/e"
"11.02.2018 12:15 - 11.02.2018 12:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","26653","n/e"
"11.02.2018 12:30 - 11.02.2018 12:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","26444","n/e"
"11.02.2018 12:45 - 11.02.2018 13:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","26185","n/e"
"11.02.2018 13:00 - 11.02.2018 13:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","25947","n/e"
"11.02.2018 13:15 - 11.02.2018 13:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","25715","n/e"
"11.02.2018 13:30 - 11.02.2018 13:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","25449","n/e"
"11.02.2018 13:45 - 11.02.2018 14:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","25247","n/e"
"11.02.2018 14:00 - 11.02.2018 14:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","25068","n/e"
"11.02.2018 14:15 - 11.02.2018 14:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","24730","n/e"
"11.02.2018 14:30 - 11.02.2018 14:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","24383","n/e"
"11.02.2018 14:45 - 11.02.2018 15:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","24101","n/e"
"11.02.2018 15:00 - 11.02.2018 15:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","23809","n/e"
"11.02.2018 15:15 - 11.02.2018 15:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","23518","n/e"
"11.02.2018 15:30 - 11.02.2018 15:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","23213","n/e"
"11.02.2018 15:45 - 11.02.2018 16:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","22926","n/e"
"11.02.2018 16:00 - 11.02.2018 16:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","22628","n/e"
"11.02.2018 16:15 - 11.02.2018 16:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","22407","n/e"
"11.02.2018 16:30 - 11.02.2018 16:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","22174","n/e"
"11.02.2018 16:45 - 11.02.2018 17:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","21935","n/e"
"11.02.2018 17:00 - 11.02.2018 17:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","21721","n/e"
"11.02.2018 17:15 - 11.02.2018 17:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","21554","n/e"
"11.02.2018 17:30 - 11.02.2018 17:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","21373","n/e"
"11.02.2018 17:45 - 11.02.2018 18:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","21205","n/e"
"11.02.2018 18:00 - 11.02.2018 18:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","21041","n/e"
"11.02.2018 18:15 - 11.02.2018 18:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20868","n/e"
"11.02.2018 18:30 - 11.02.2018 18:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20698","n/e"
"11.02.2018 18:45 - 11.02.2018 19:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20602","n/e"
"11.02.2018 19:00 - 11.02.2018 19:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20548","n/e"
"11.02.2018 19:15 - 11.02.2018 19:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20541","n/e"
"11.02.2018 19:30 - 11.02.2018 19:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20542","n/e"
"11.02.2018 19:45 - 11.02.2018 20:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20572","n/e"
"11.02.2018 20:00 - 11.02.2018 20:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20585","n/e"
"11.02.2018 20:15 - 11.02.2018 20:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20539","n/e"
"11.02.2018 20:30 - 11.02.2018 20:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20488","n/e"
"11.02.2018 20:45 - 11.02.2018 21:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20476","n/e"
"11.02.2018 21:00 - 11.02.2018 21:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20465","n/e"
"11.02.2018 21:15 - 11.02.2018 21:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20421","n/e"
"11.02.2018 21:30 - 11.02.2018 21:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20376","n/e"
"11.02.2018 21:45 - 11.02.2018 22:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20341","n/e"
"11.02.2018 22:00 - 11.02.2018 22:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20261","n/e"
"11.02.2018 22:15 - 11.02.2018 22:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","20127","n/e"
"11.02.2018 22:30 - 11.02.2018 22:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19990","n/e"
"11.02.2018 22:45 - 11.02.2018 23:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19843","n/e"
"11.02.2018 23:00 - 11.02.2018 23:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19706","n/e"
"11.02.2018 23:15 - 11.02.2018 23:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19629","n/e"
"11.02.2018 23:30 - 11.02.2018 23:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19555","n/e"
"11.02.2018 23:45 - 12.02.2018 00:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19492","n/e"
"12.02.2018 00:00 - 12.02.2018 00:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19491","n/e"
"12.02.2018 00:15 - 12.02.2018 00:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19428","n/e"
"12.02.2018 00:30 - 12.02.2018 00:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19465","n/e"
"12.02.2018 00:45 - 12.02.2018 01:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19453","n/e"
"12.02.2018 01:00 - 12.02.2018 01:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19180","n/e"
"12.02.2018 01:15 - 12.02.2018 01:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19316","n/e"
"12.02.2018 01:30 - 12.02.2018 01:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19300","n/e"
"12.02.2018 01:45 - 12.02.2018 02:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19174","n/e"
"12.02.2018 02:00 - 12.02.2018 02:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19220","n/e"
"12.02.2018 02:15 - 12.02.2018 02:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","19011","n/e"
"12.02.2018 02:30 - 12.02.2018 02:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18847","n/e"
"12.02.2018 02:45 - 12.02.2018 03:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18826","n/e"
"12.02.2018 03:00 - 12.02.2018 03:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18655","n/e"
"12.02.2018 03:15 - 12.02.2018 03:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18396","n/e"
"12.02.2018 03:30 - 12.02.2018 03:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18186","n/e"
"12.02.2018 03:45 - 12.02.2018 04:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18348","n/e"
"12.02.2018 04:00 - 12.02.2018 04:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18385","n/e"
"12.02.2018 04:15 - 12.02.2018 04:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18510","n/e"
"12.02.2018 04:30 - 12.02.2018 04:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18605","n/e"
"12.02.2018 04:45 - 12.02.2018 05:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18613","n/e"
"12.02.2018 05:00 - 12.02.2018 05:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18446","n/e"
"12.02.2018 05:15 - 12.02.2018 05:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18236","n/e"
"12.02.2018 05:30 - 12.02.2018 05:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18149","n/e"
"12.02.2018 05:45 - 12.02.2018 06:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18096","n/e"
"12.02.2018 06:00 - 12.02.2018 06:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","18028","n/e"
"12.02.2018 06:15 - 12.02.2018 06:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","17854","n/e"
"12.02.2018 06:30 - 12.02.2018 06:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","17732","n/e"
"12.02.2018 06:45 - 12.02.2018 07:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","17490","n/e"
"12.02.2018 07:00 - 12.02.2018 07:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","17462","n/e"
"12.02.2018 07:15 - 12.02.2018 07:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","17340","n/e"
"12.02.2018 07:30 - 12.02.2018 07:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","17174","n/e"
"12.02.2018 07:45 - 12.02.2018 08:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","17100","n/e"
"12.02.2018 08:00 - 12.02.2018 08:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","17012","n/e"
"12.02.2018 08:15 - 12.02.2018 08:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16934","n/e"
"12.02.2018 08:30 - 12.02.2018 08:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16872","n/e"
"12.02.2018 08:45 - 12.02.2018 09:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16714","n/e"
"12.02.2018 09:00 - 12.02.2018 09:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16638","n/e"
"12.02.2018 09:15 - 12.02.2018 09:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16546","n/e"
"12.02.2018 09:30 - 12.02.2018 09:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16474","n/e"
"12.02.2018 09:45 - 12.02.2018 10:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16396","n/e"
"12.02.2018 10:00 - 12.02.2018 10:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16594","n/e"
"12.02.2018 10:15 - 12.02.2018 10:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16575","n/e"
"12.02.2018 10:30 - 12.02.2018 10:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16571","n/e"
"12.02.2018 10:45 - 12.02.2018 11:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16580","n/e"
"12.02.2018 11:00 - 12.02.2018 11:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16573","n/e"
"12.02.2018 11:15 - 12.02.2018 11:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16531","n/e"
"12.02.2018 11:30 - 12.02.2018 11:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16493","n/e"
"12.02.2018 11:45 - 12.02.2018 12:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16416","n/e"
"12.02.2018 12:00 - 12.02.2018 12:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16353","n/e"
"12.02.2018 12:15 - 12.02.2018 12:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16249","n/e"
"12.02.2018 12:30 - 12.02.2018 12:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16148","n/e"
"12.02.2018 12:45 - 12.02.2018 13:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","16021","n/e"
"12.02.2018 13:00 - 12.02.2018 13:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","15856","n/e"
"12.02.2018 13:15 - 12.02.2018 13:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","15683","n/e"
"12.02.2018 13:30 - 12.02.2018 13:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","15507","n/e"
"12.02.2018 13:45 - 12.02.2018 14:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","15338","n/e"
"12.02.2018 14:00 - 12.02.2018 14:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","15120","n/e"
"12.02.2018 14:15 - 12.02.2018 14:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","14892","n/e"
"12.02.2018 14:30 - 12.02.2018 14:45","n/e","n/e","n/e","n/e","N/A","n/e","n/e","14658","n/e"
"12.02.2018 14:45 - 12.02.2018 15:00","n/e","n/e","n/e","n/e","N/A","n/e","n/e","14407","n/e"
"12.02.2018 15:00 - 12.02.2018 15:15","n/e","n/e","n/e","n/e","N/A","n/e","n/e","14148","n/e"
"12.02.2018 15:15 - 12.02.2018 15:30","n/e","n/e","n/e","n/e","N/A","n/e","n/e","13889","n/e"
